text,Binary_label,label,Category,origin,cell_id,split
"My husband and I recently stayed at the Fairmont Chicago Millennium Park. What I expected to be a very pleasant experience, turned out to be a stressful visit. We specifically reserved a non-smoking king room and paid the price for that reservation. Upon arrival, the hotel did not have any non-smoking rooms available and the representative at the check in desk was not helpful. As we had no other options, we accepted a smoking room with two queen beds. I can live with the bed situation but I truly feel that having to accept a room infused with cigarette smoke is completely wrong! There wasn't an area in the room where I did not feel nauseous from the stale smell and I cannot help but think that this smell followed me around all day after check out. To add insult to injury, the hotel staff was not sympathetic to our situation -- something I think they should be specifically trained to do -- and did not offer any compensation, partial refund or related 'perk' to make up for our great inconvenience. Two staff members actually acted as if I was the inconvenience in asking them if there was anything they could do! Although we paid for the breakfast package, we were eager to leave immediately in the morning and dined elsewhere at our additional expense. Pardon the pun, but we just could not sit there and dine in the morning with such a bad taste in our mouth from the hotel's lack of customer service! I am hoping the corporate office responds to our complaints but, thus far, we have received no satisfaction. Needless to say, we will not be visiting this property again! In fact, we are no longer going to patronize this brand of hotels.
",fake,1,fairmont,human_fake,,train
"Staying at Affinia was such a pleasant surprise--the little touches made all the difference! Right from check-in, the team was warm and efficient; I was immediately greeted by names when I arrived, which put me right at ease after a long trip.

The room itself exceeded expectations: clean, bright, and just the right size. The bed? Heaven--thick, crisp linens and a supportive mattress meant my back felt better before morning. (A small detail like leaving chocolates on the pillows was such a thoughtful gesture; those always save the day after a late flight.)

The building's layout is intuitive too--the pool area was just steps away but still private, with comfortable loungers and that perfect amount of shade under the palms. My one complaint? The breakfast buffet ran out of fresh pastries by 9 AM, but the staff swiftly brought over extras from elsewhere without me having to ask--so thoughtful!

Would I come back? Absolutely.",fake,1,affinia,doomgrave/ministral-3:8b,long_positive_unstructured_zero_shot,train
"Our Hilton stay felt dragged out by an excruciatingly slow check-in, only to find a room that was neither worth the steep price nor particularly clean, with dated decor making everything feel outdated and disappointing from start to finish.",fake,1,hilton,qwen3.5:9b,short_negative_structured_zero_shot,train
"Disappointing experience, stayed for one night. Booked a room with city view but the air conditioning unit was so loud it felt like it was under my bed, kept me awake all night. The bathroom floor was also uneven and I almost fell in front of everyone.",fake,1,swissotel,llama3.2:3b,short_negative_unstructured_few_shot,train
"great expectations from the hotel of THE FUGITIVE! Wonderful lobby! AND THAT'S IT! The room was old in style and furnitures, the tv was from the other century, no minibar, no wireless internet, no wireless adapter enough for the number of the room, those guys ignore that we are in the era of IPAD without cable connections. small room, small bathroom, rude service room. they have lost my credit card number and want CASH ON DELIVERY for a breakfast of 20 dollars. Robbery in the business center, 0,59 cents a MINUTE for internet connection, you have to pay to use word, or excel. NEVER AGAIN!
",real,0,palmer,human_real,,train
"I booked this hotel for $75 on Hotwire with mid-level expectations for one night. Totally blown away. Arrived on a Sunday night. Gave car to valet ($51/night). Lobby was a social people watching scene with swank music. Check-in was smooth and easy. I asked for an upgrade and was told no free upgrades to 3rd party bookings. Upgrade to suite was available at a cost. I passed since only 1 night stay. I asked for a nice, quiet room away from noisy housekeeping and ice machine. Received room 10-120. Room was huge with 2 beds. Felt like 400 square feet. Newly renovated last year. Bell hop told me some rooms are very small so I totally lucked out! Service from start to finish was top notch. Everyone had a smile on their face. Always spoke with great respect and made us feel welcome. Ordered room service at 10:45 PM. Arrived in 1/2 hour. food was so-so. Had pancakes in Lockwood for breakfast. Very good food and very good service. Strong coffee. Hotel is right on State Street shopping. FYI - Rooms on floors 15 and below were renovated last year. Rest were done 5 years ago. For the price, it was a great bargain! Only complaint is bathroom is small. 
",real,0,palmer,human_real,,train
"After Leaving some important documents in the room, I called and asked for the lost and found department... SEVEN TIMES over the course of a week. Eventually I had enough and asked for a manager and was put on hold then disconnected. Finally , a deceivingly friendly operator PROMISED me she would have someone call me back in a few minutes, It never happened. So Avoid this place because after they rip you off once they'll keep doing it later. They cannot be trusted at their word
",real,0,palmer,human_real,,train
"My family and I stayed at the Sheraton Chicago Hotel and Towers with the belief our stay would be a 5 star experience. That was the farthest thing from the truth. The staff was very rude and unhelpful. The hotel is so large that you will get lost if you dont have the help of the staff. Once we did find our room our card would not get us in and we had to start all over. So overall it took over an hour just to get us in a room. As we entered the room we noticed a foul smell that we just overlooked because we were happy to just finally be able to rest. My wife went to the bathroom, and to our amazement there was what appeared to be dog hair all over the tub and tile floor. That was just the beginning of our bad stay. After being in the room for about 30 minutes, there was a knock at the door that just happened to be the Chicago police. There was a report of the smell of marijuana coming from the room! My family was put through a series of embarrasing questions and actually had our luggage and personal belongings searched. There was a small amount of marijuana found in the drawer of the dresser that we never touched. Come to find out after video surveillance, the cleaning lady was arrested for possession of marijuana. Needless to say, our stay at the Sheraton Chicago Hotel and Towers was the worst part of our vacation and I would not recommend anyone to stay at this place.
",fake,1,sheraton,human_fake,,train
"First room's heating system sounded like we had a generator in our room. Second room had stool in the toilet and a smear on the linens (which we didn't notice until morning-eeewwhh!). The computer, scale and ink pen didn't work. The maintainance man took 30 mins to come unplug the toilet and dripped to toilet water through bathroom and on carpet. This room was quiet and the bed/pillows comfortable. The bath was large and water warm.
",real,0,intercontinental,human_real,,train
"I stayed there on October 6, 2012. When I pulled the covers of my bed, there was a small dark brown insect the size of a grain of rice, which was either a bed bug or cockroach. I trapped it under a glass (see the attached pictures) and called the front desk. The housecleaning person claimed it was a cockroach. Absolutely horrible service by the hotel management to respond to the problem, failing to follow through on promises they made to me. Setting aside the bug problem, I caution that the windows are quite thin. We could hear a lot of the street noise, which made for a hard night's sleep, not to mention worrying about insects even after changing rooms. For $400 a night after tax, I strongly encourage you to check for alternatives.
",real,0,hilton,human_real,,train
"We were checked into a room with empty beer bottles,dirty shorts in the closet and an unclean bathroom. There was no manager available for an hour to take any complaints. The front desk lady said the manager was on a LUNCH break at 7 PM!!!!!!! We missed our show at Navy Pier because of the extra time it took in moving into another room etc. Finally when I got to talk to the manager and complained about beer bottles she offered to send me wine and cheese to make up for the inconvenience!!! This was totally inappropiate since I had children including a teenager with me. She gave me a $30 compensation for ruining our family holiday!!!! Staff was somewhat reluctant to take request of extra blankets at night. They kept telling me to look into the closet for extra blankets. I asked for two blanket, but they delivered one. I had to keep calling to get settled for the night. I saw a filled out comment form from the prior guest in our room on the study desk, who had taken the trouble of filling it out, but no one collected it or cared for it. Noisy rooms. Can hear the doors open and close all night. The breakfast items kept running out and had to make calls to get them replenished. I will not recommend this hotel to any one even at discounted rates!!
",real,0,amalfi,human_real,,train
"Staying at Homewood Suites by Hilton downtown wasn't just a business trip--it became a mini sanctuary after long days of meetings. The best part? Walking into a room that's *big* without feeling like you're paying for air space. Our suite had two double beds (so my teammate could crash on the pull-out sofa without sacrificing light), and the sofa was actually comfortable, which is rare for me.

The pool area saved my sanity--heated, with zero crowds even at lunch hour--and the complimentary hot breakfast buffet gave me a real reason to wake up early. The staff? Unreal.",fake,1,homewood,doomgrave/ministral-3:8b,long_positive_unstructured_few_shot,train
"We have stayed at several high end places in Chicago and this is still our favorite. Location is superb, staff are particularly gracious and welcoming without being cloying. Cornell, at the front desk, is unfailingly helpful as is the concierge. We love the extra room that a suite provides and if you join the frequent guest program, high speed internet is gratis, as is a breakfast beverage delivered along with the newspaper each morning at the time of your choosing. Bedding is of excellent quality and they offer truly amazing blackout curtains! We have never had a bad stay at this hotel. 
",real,0,omni,human_real,,train
"I recently stayed at the Hyatt Regency in Chicago, IL, and boy was I surprised. The hotel looks nice from the outside but the smell from the river is noxious. In fact, the smell was so bad one night that it almost made it difficult to sleep or even think of eating. As if this were not enough, the bathroom of my room looked like it hadn't been cleaned in a month and their were stains on the 'fresh' towels. Towards the end of my stay I saw a mouse on the ground floor and could only imagine what other critters may be lurking in the walls.
",fake,1,hyatt,human_fake,,train
"I used to stay at the Homewood Suites all the time on business but have not stayed there on business since 2005 - since that time my company has been doing business in the suburbs instead of downtown. During December of 2007 and this year 2008 I did stay there a few days with my family and was greeted as if I never left. There is a lady named Connie who works the breakfast shift and she greets everyone and always remembers you from years before. A wonderful lady indeed - my wife even commented to me on the way to Chicago if that lady would still be there and would still remember and yes she does! Its a great place to stay. 
",real,0,homewood,human_real,,train
"It was my first time to visit Chicago and I would say, i'd definitely go back, not just because of the Air and Water Show that we really enjoyed, but most importantly, because of the hotel that we stayed in. The Millennium Knickerbocker is not just accommodating to their human guests, but with pets too. At first I was reluctant that they will give us accommodations because of my pet dog, but I was surprised it turned out the other way. I've experienced being denied reservations because of my dog and that's really frustrating, it's just nice that there still are other hotels that are pet friendly. I would definitely recommend this hotel to my friends if they plan to visit Chicago. 
",fake,1,knickerbocker,human_fake,,train
"I stayed at the Hyatt for a two nights on a business trip. My room was oddly shaped to give a stunning view of the river and NBC Building. Both the room and the bathroom were spotless and the room had an air purifier which ran silently. The hotel was well staffed with individuals who were knowledgeable about both the hotel and the surrounding area. I would not hesitate to stay here again and plan to return with my wife for a weekend. 
",real,0,hyatt,human_real,,train
"Honestly, the room was spotless, making up for a noisy street view that kept waking me up. The tiny bathroom felt ancient and frankly quite gross, but at least the location made getting around so unbelievably easy.",fake,1,fairmont,gemma4:e4b,short_negative_structured_zero_shot,train
"From the moment we arrived at Hotel Amalfi, we felt enveloped in true Riviera magic. The check-in process was seamless--so welcoming, and the staff genuinely seemed to adore making our stay perfect. Our room overlooked a stretch of coast that honestly took my breath away; waking up to that view every morning was pure bliss. We spent most afternoons lounging by the pool, which is beautifully appointed and feels both luxurious and relaxing at the same time. Dining at the hotel was another highlight; the seafood selection one evening was exquisite, prepared with such care. Evenings were spent taking leisurely strolls, absorbing the ambiance of Amalfi, and always knowing we had this perfect little sanctuary to retreat to. It's more than just a place to sleep in--it's an experience that nourishes the soul. We left feeling completely refreshed and already plotting our return trip!",fake,1,amalfi,gemma4:e4b,long_positive_unstructured_zero_shot,train
"Staying at the Hard Rock Hotel is one of best bets you can ever make while traveling. I stayed at this one the last time I visited Chicago and it was just wonderful. The rooms are amazing and the one I stayed in had a great view of the city. The beds were comfortable and everything was really clean and neat, the Wi-Fi was really fast and always available and I liked the fact that you could get a guitar at the front desk and jam in your own room with a pair of headphones. I didn't have the chance to use the spa, but I could tell it was really nice and relaxing. I did go to the Base Bar a couple times for a drink, very cool atmosphere and great drinks to choose from. The Rock shop was pretty cool too and I bought a bunch of shirts to bring back home to family and friends. Overall I think this is one of the coolest hotels you could stay in, the experience is definitely different than any other hotel I've stayed in.
",fake,1,hardrock,human_fake,,train
"We really enjoyed our stay at the Palmer House Hilton. We were in Chicago for a weekend stay, and wanted something close to State Street, and convenient to the theatre district and the museums, and Michigan Ave. shopping. This is a grand old hotel, with just about every amenity one could wish for. The lobby is fabulous, and the hotel also has some nice restaurants . Our room had a nice king sized bed, and was pretty cozy. Hotel employees were very nice and helpful to us. I would definitely recommend this hotel if you want a 'grand hotel' type experience at a reasonable price for the many amenities and in a very convenient spot in downtown Chicago. You will definitely feel special.
",fake,1,palmer,human_fake,,train
"The Ambassador East Hotel in Chicago is a fantastic up-scale hotel to stay in while visiting the Windy City. My fiancee and I enjoyed one of the king rooms on our recent stay. The staff was exceptionally friendly and helpful - some of the best I've ever dealt with when traveling, and valet parking is always a perk! The rooms were very nice and had all the amenities you would want when at a high-end hotel. The bed was extremely comfortable! There was cable TV, of course, and HBO was included, so there was always something to watch. Wireless internet signal was excellent and I had no trouble getting online. We had dinner in the hotel restaurant twice during our stay, and the food was fantastic! Great atmosphere as well - we usually only do the hotel restaurant one night on a stay, but this one was worth going back to! Overall, it was an incredible stay, and we hope to stay at the Ambassador East again next time we're in Chicago! 
",fake,1,ambassador,human_fake,,train
"The Millennium Knickerbocker Hotel has seen better days. I had fond memories of staying there when it was considered the finest hotel. I booked a room to celebrate a special occasion and found a highly-priced, not so great property. I had to look at five suites before I found one where the upholstered furniture was to my liking, some of the other rooms carpet was not clean, the refrigerator was dripping water, and the balcony was littered with cigarette butts. I finally settled for a room, only because the bellman was friendly and apologetic but as over priced as it was I should have turned around and walked out. I sent a letter to the management when I returned home, but it had been a month and I never received an answer. There are plenty of other places to spend your money. Don't leave it at this hotel.
",fake,1,knickerbocker,human_fake,,train
"On our visit to Chicago, we chose the Hyatt due to its location in downtown, within walking distance to most major attractions, such as Sears Tower, Magnificent Mile, Grant/Millenium Parks, etc. Subway & bus stops very close by to travel to other locations in the city . Overall the hotel was very nice, clean, and at a great location. Was in a safe area. Went to beautiful Wrigley Field and Soldier Field and saw both teams play. I love Chicago and would defenitely stay here again! 
",real,0,hyatt,human_real,,train
"Stayed in April for two nights. I hesitated selecting the Sheraton becaue I had a very poor stay there earlier this year. As far as I'm concerned, that's two strikes and I won't give them a chance at # three. Doormen wouldn't help on arrival, huge line at c/i, lousy room, malfunctioning remote, unresponsive staff, and incorrect bill. If you want to be close to Michigan Ave, try the Westin or Intercontinental and spare yourself the problems. I don't understand why certain places never improve. Is it that tough to properly train a staff?
",real,0,sheraton,human_real,,train
"My husband & I stayed at the Fitzpatrick in early June 2004 for my birthday-great hotel! Location provides easy walking to Navy Pier, Marshall Field, Michigan Avenue & John Hancock. Room seemed spacious even though its only about 300 sq ft. Lots of room in bathroom; comfortable bed; very quiet, upscale hotel. We would definitely stay here again! 
",real,0,affinia,human_real,,train
"I arrived to find that my room was not ready, despite it being past the 3pm check in time. I was not offered any compensation for this, or any real apology, just shunted off to the side to wait it out. This took a good hour and a half, during which time I was needing to be reading for a meeting. Again, no apologies, just my card. The room was adequately clean (it had better be...) though sparsely furnished for the price. It did not feel very welcoming and the decoration was reminiscent of bad nights spent in hot, south coastal motels. I encountered several problems with on site amenities, both in room and out. Some staff tried to be helpful on occasion but were rarely able to make headway, even when I complained on the third night about rowdy neighbors. It seemed as if where there was not apathy or cluelessness there was barely concealed surliness. After the abysmal (lack of) service at the hotel bar I elected to eat out every other night (I declined to try the room service, unimpressed with every other offering so far). I would not use this hotel for my business or personal trips.
",fake,1,monaco,human_fake,,train
The James Hotel exceeded my expectations with its understated elegance and comfortable rooms that feel tailored for urban explorers.,fake,1,james,llama3.2:3b,short_positive_structured_few_shot,train
"We paid $75 a night through Priceline, which is excellent for June. Our room had a fantastic view of the Hancock Building and the river. The room was large, clean and had a couch, easy chair and desk chair. The bedding was the newer 'non-bedspread' style, the bed was comfortable, the bathroom was large and, well, we were pleased with the room and the Hyatt in every way. We ate at the lobby restaurant, which is attractively decorated and was bustling with activity when we were there. We only got Cobb Salads, so I don't know if the food, in general, is good or not. The Cobb was so-so. Our only complaint was the $48 fee to park your car over-night and the $13 daily fee for the internet. Many places are offering free internet these days and I wish the Hyatt would hop on board with this concept. We hated to leave! 
",real,0,hyatt,human_real,,train
"We stayed at Omni Chicago for 2 nights in early July (July 1-3). The reason we chose this hotel was simply because of a great deal we got on TravelZoo. We got pretty good rate that included a valet parking and vouchers for food&beverages. I also signed up for their loyalty program, which was so worth it. I was concerned at first that we would be treated like a second-class guest because of the price we paid. But I was totally wrong! They treated us extremely well. Before our arrival, I got an email asking if we needed anything. So, I asked for a fridge to store the baby milk. And they arranged it for us without charge :) We arrived late on Thursday night. Our room was ready for us upon our arrival with the fridge I requested. We were given a corner suite on the 10th floor...very nice room...comfy bed. My husband was really wowwwww!!! The bed was made ready for us - both in the bedroom and the sofa-bed (we didn't use the sofa-bed though). We got a high-speed Internet as part of the loyalty program. All staff were friendly and helpful...front desk, valet parking, bell boy, room service, concierge,... everyone! We used the voucher for room-service breakfasts both morning. The first day was great. Food was great, and quick. We also got complimentary beverages as part of the loyalty program. We ordered OJ and hot chocolate. They both were so good that we ordered them again the next morning. But we were very disappointed that the hot chocolate tasted pretty horrible. It tasted like left-over coffee mixed with water and a bit of chocolate :( Also, we ordered Belgian waffle for our breakfast, which was supposed to come with whipped cream and strawberries...but we got a plain waffle. So, we had to call the restaurant and wait for a while to get those. This is why I didn't give '5' for service. However, I reported these issues to the front-desk when checking out, and the front-desk staff took care of it by not charging us for that meal. Another thing is that it's quite noisy at night even though we were on the high floor. We could hear siren going on & off during the night. But this is out of the hotel's control though. And I would say that it didn't bother us at all. My baby could sleep very well. Overall, we really enjoyed our stay, and would definitely consider Omni for our next trip to Chicago. 
",real,0,omni,human_real,,train
"We were really looking forward to our stay but the room was tiny and had a weird smell that just lingered the whole time, not exactly the SoFITel luxury experience we paid for, felt like we were stuck in a box.",fake,1,sofitel,llama3.2:3b,short_negative_unstructured_zero_shot,train
"I booked a hotel room for 4 nights at this hotel through an online vendor. After booking the hotel room I contacted the hotel to request a room with 2 beds. I was told in 3 different conversations with hotel personnel that I would have a room with 2 double beds. When I arrived I was given a King sized bed and was told that there was nothing the hotel could do for myself and my 3 guests. Apparently the hotel management saw no problem with 4 people sleeping in 1 bed. The staff was completely unaccomodating. To add insult to injury we met other guests that had obtained a room with 2 beds by just walking in off the street the day after we checked in. I would not recommend this hotel to anyone. The customer service is well below what is acceptable. The location of the hotel is great but there are many other hotels that offer excellent service and high quality rooms to stay in while visiting Chicago. Bottom line is do NOT stay at the Millenium Knickerbocker!!!
",real,0,knickerbocker,human_real,,train
"My recent stay at the Fairmont was absolutely wonderful from start to finish. From the moment we arrived, every single staff member treated us with such genuine warmth and professionalism; it felt less like a transaction and more like being welcomed by friends. The hotel's decor is remarkably fresh, managing to blend classic elegance with modern touches seamlessly--nothing felt at all dated. And the view from our balcony each morning? Simply breathtaking; watching the city wake up over the water was pure magic. I genuinely wish our stay could have lasted twice as long, as every corner of the hotel begged us to linger and explore more. It truly felt like a perfect little bubble away from reality, making this visit feel wonderfully brief but deeply restorative. We are already looking forward to returning!",fake,1,fairmont,gemma4:e4b,long_positive_structured_zero_shot,train
"I arrived at the Sofitel for a joint leisure and business. It is a fantastic hotel and made the trip very memorable. The rooms are spacious, great beds, pillows and linen. The bathroom has a great shower and bath. WiFi works really well and the desk is large. The staff are wonderful. The location is great for shopping, spa's, Starbucks and hairdressers. I loved every minute of it and would not hesitate to stay there again or recommend it. 
",real,0,sofitel,human_real,,train
"Stayed at the Talbott for over a week and enjoyed our stay. Room was a little noisy as we were next to the lift, but everything else made up for that. Positives: Bed was very comfortable, great to have real shower, free internet, gym usage, staff (all friendly) and location. Negative: Lift noise, lifts slow and restaurant (there are so many great restaurants around - don't bother staying in) Would stay again! 
",real,0,talbott,human_real,,train
"Our visit started off on the wrong foot when we entered the lobby struggling to carry all of our luggage and, instead of helping, a group of hotel employees stood watching and laughing at us. They had trouble locating our reservation. Our room was tiny! When I'm paying over $400 a night for a room, I expect to be able to walk around in it! The beds were also tiny. The walls were thin and we could hear our neighbors talking next door. This hotel was probably once beautiful and classy, but now it seems to be outdated and due for repairs. Won't be staying here again.
",fake,1,palmer,human_fake,,train
"I recently stayed at the Affinia Hotel in Chicago, and it was one of the worst experiences I've ever had at a high-end hotel. I was in Chicago for a conference, and I thought I would enjoy the experience more if I had somewhere pleasant and relaxing to return to, but this hotel definitely wasn't that place. The restaurants were mediocre at best, despite their high prices; I repeatedly got food that was bland, overcooked, or lukewarm. The room was fine, but nothing special; I think I'd have been just as comfortable in almost any hotel in downtown Chicago. A big part of my discomfort and dissatisfaction with the hotel, though, was with their Jet Set Pets program; it's hard to find a decent, relaxing hotel that I'll like that will also accept my dog. But many of the employees were rude about my adopted mutt, who is energetic and loves people but isn't the most photogenic dog - he has a scar on his face and he's got that terrier look. Multiple people mocked him, or said there was no point grooming him, or asked why I wanted him sleeping on a bed in my room. I know that it's a fairly high-end hotel, but I would hope for better service regardless of the class associations of the dogs. I hope they at least treat all of the dogs boarded there well. The experience was overall frustrating and unsatisfactory, especially for the price. I can give them good marks on their spa services, and I really appreciated the pillow 'menu,' but other than that it didn't feel like a particularly luxurious or indulgent experience, especially given the customer service.
",fake,1,affinia,human_fake,,train
"Worthless experience--don't waste your time at Allegro unless you're just there for the basic bed and indifferent Wi-Fi. From the first interaction with front desk, the 'service' was nothing but robotic politeness masked as courtesy. Our reservation (made 3 months ahead) was *supposed* to be a king suite--but we got shuffled into a cramped 'upgraded standard,' missing half our promised amenities. No one even apologized when they realized; just shrugged and said, *'Hotel can't change it.'* Fine. But the room itself? A disaster.

The bathrobe hung on the doorknob like a mop, and the shampoo was that generic, overpriced hotel brand you get in any chain--drying your hair out within 30 seconds. The AC hissed loudly all night, waking us every hour, and the pillows tasted like they'd been washed in bleach and regret. Breakfast? Overhyped.",fake,1,allegro,doomgrave/ministral-3:8b,long_negative_unstructured_few_shot,train
"I had such high hopes when I booked a stay at the Knickerbocker Hotel in Chicago a few short weeks ago. When I arrived I should have known things would not be as I expected them to be. The host at the desk was rude and seemed put out that I was there. When I finally got checked in and arrived in my room I found that the temperature in the room was far too hot. The air conditioner was not turned on and on a hot, muggy day it would have been nice to enter into a cool room. I turned on the air conditioner and after quite some time the room cooled down. Since I arrived in the early afternoon I decided to order room service from the Nix Restaurant that is in the hotel, I ordered the Gooey Triple Decker Grilled Cheese, at $14 I was expecting the best grilled cheese sandwich I had ever eaten. When it finally arrived, more than an hour later, it was cold and the cheese was far from gooey! It also comes with a bowl of Tomato Bisque soup which, needless to say was also cold. For the quality of the food, $14 was way too much to pay for this meal. After a meeting with clients we stopped by the Martini Bar for drinks. The waitress was rude and seemed to be overwhelmed by the amount of people she had to serve. Needless to say it took forever to get our drinks. We heard other patrons grumbling about the amount of time it took for the drinks to arrive as well. Finally we got our drinks, we all ordered a French Martini. We all took a drink and immediately all our mouths puckered, it had far too much pineapple juice in it making it very, very tart. At $14 each you would think it would be made to perfection, far from it. The evening finally over I went back to my room where I now found the temperature to be too cold due to the air conditioner not turning itself off when it should have. After a miserable night I checked out glad to be done with the Knickerbocker Hotel!
",fake,1,knickerbocker,human_fake,,train
"I stayed at the Sheraton as it was where a conference I was attending was being held. On the plus side, the hotel is reasonably well located, within a few minutes walk of Michigan Avenue. My room had a superb view out over the river. However, for the price I must say that the room look decidedly shabby and worn and is in need of refurbishment. The decor was dated, and my bathroom unit was cracked and the shower rail rusty. The wifi is ridiculously expensive, and frustratingly as a conference delegate I was unable to use the service downstairs in the venue despite having paid for 24 hours access. There was no wifi in the conference rooms, although it was free in the lobby area should you wish to sit there and do your emails. I know Chicago is expensive, but for that price I feel the experience should have been better.
",real,0,sheraton,human_real,,train
"Stayed here for one night in June, but have stayed here before when on business in Chicago. Great location for business/shopping/sightseeing. In between Michigan Avenue's Magnificent Mile and the Loop and next to the Chicago River. Rooms very spacious and clean. Gym has a wonderful view, as it is situated on the top of the hotel. Bar next to lobby, very busy with good atmosphere. Cannot fault the hotel. Prefer it to the Westin - my previous address when in Chicago. 
",real,0,swissotel,human_real,,train
"My wife and I went to Chicago to enjoy our weekend and stayed at Hyatt Regency. 'Hyatt Regency Chicago' has ruined our family holiday weekend. First of all, if you are not a diamond or platinum member, you need to reserve the room atleast 10-15 days in advance. You have to pay extra $20 for the welcome credit option. They will give you a credit of $75 for the 2 days. We only used $20 and the rest was forefeited. I talked to the manager and he said we can't use it on our next visit. The management of the hotel is full of cheap minded people. When you know most of the hotels let you use their wi-fi for free, Hyatt Regency management asked us to pay for using their wi-fi. Beware of this place, if you want to enjoy your weekend in Chicago, Hyatt Regency should be the last place you should consider staying. Thanks Sam.
",fake,1,hyatt,human_fake,,train
"Honestly, I left feeling quite let down after my stay at The Conrad. While the aesthetics are undeniably stunning, the actual comfort level really suffered. We were positioned on a high floor, yet despite the distance from the main hustle, we were subjected to an incessant mechanical hum--it was far from restful and made sleeping proper impossible; I woke up several times feeling genuinely fatigued. Furthermore, the Wi-Fi connection was wildly inconsistent throughout the property, frequently dropping signal when I needed it most for work. Given the premium rates charged here, one expects flawless execution across the board. It felt almost too long staying in the room because of the ambient noise, which made me feel like time was dragging while trying to recover from poor sleep. Overall, the experience didn't match the grandeur or price point, leaving a definite sense of anticlimax rather than luxury relaxation.",fake,1,conrad,gemma4:e4b,long_negative_structured_zero_shot,train
"My husband and I stayed at the Sofitel Chicago Water Tower for three nights last month. We were celebrating our anniversary, so we decided to splurge on the Prestige Suite. According to the website, we were to be given either a city or park view, neither of which we had. Instead, our room was overlooking a dirty field with some sparse trees. The woman who checked us into our room was rude and impatient, and the man who helped with our bags was the same. When we got to the room, the beds were unkempt and the floors were in serious need of a vacuuming. The bathroom was dirty and there was dried toothpaste in the sink. My husband requested that we be given another room, preferably a clean one, but the clerk told us that there were no other rooms available. If given the chance, I would not stay at this hotel again, even if I were offered a free night.
",fake,1,sofitel,human_fake,,train
"Just returned from a week in Chicago with the family. This hotel was perfect for us. Location is great, kids loved the pool as a place to wind down after a day of museums, touring, ball games, etc. We checked in through Hilton Honors Desk as opposed to the regular check in line. Even though our reservations were through priceline at a reduced rate, they gave us a pick of the the rooms. The room had a large closet which helped with the amount of gear we had with us. Used valet parking which was hasselfree. We had a great experience and would stay there again. 
",real,0,palmer,human_real,,train
"We travel to Chicago regularly and have always wanted to stay at the Hilton Chicago. We booked a PriceLine room on the weekend of the half marathon. The place was busy, but the staff certainly found time for each individual guest. The room was nice and just what we expected. The pool area is also very nice for a downtown hotel. The location was great as we were taking in the Bears 49ers game on a Thursday night and a Sox game on a Friiday night. We would certainly stay there again and would recomment it to others. Great quality even at the regular room price. 
",real,0,hilton,human_real,,train
"I stayed in this hotel for 5 days in November together with my colleagues. Internet only wired available for 20 additional dollars a day. No fridge or microwave included in the price. Our room had two too soft full size beds. In the hall way the wallpaper had come off the wall. Who doesnt believe it, check out the 16th floor close to room 212. With discount we paid more than 300 dollars a night which is ridiculous. I stayed in the Hyatt Regency before for much cheaper and that was way better. The restaurant in the main hall is very nice and the food is tasty, but although being almost the only customer it took forever that the food got served. please stay away and take one of the plenty alternatives nearby.
",real,0,palmer,human_real,,train
"We stayed at the Sheraton by Navy Pier the first weekend of November and were very pleased with the accommodations and the service. We were upgraded to club level rooms and stayed in 3114 and 3115 adjoining. The view from both rooms was spectacular (as you can tell from the picture attached). They also left a plate of cookies and treats in the kids room upon check-in which made us all feel very special. The hotel is central to both Navy Pier and Michigan Ave. so we walked, trolleyed, and cabbed all around the area. We ate the breakfast buffet both mornings and thought it was pretty good. The eggs were a little runny, but they happily made a different batch for us at the omelet station. Our six year old ate free and our two eleven year olds were $14 (instead of the adult $20) The rooms were clean, the concierge & reception staff were both friendly and helpful...we will definitely visit this Sheraton again when we're in Chicago next time. 
",real,0,sheraton,human_real,,train
"We originally made reservations for a weekend getaway but after looking at their website, read about their 'romantic weekend getaway.' Having never been in the area before or stayed at an Ambassador Hotel we really didn't know what to expect, but the pictures online made it look more inviting than it turned out to be. Upon arriving, the parking valet was on break and we ended up having to park our own car, unless we felt like leaving it in the line of traffic. It only went downhill from there. The bed sheets had footprints on them and the bathroom had an odor that we couldn't figure out what it was. We ended up getting a different room, which was very mediocre. Needless to say, we won't be staying here again.
",fake,1,ambassador,human_fake,,train
"Great beds, clean rooms, amazing bathroom, nifty view, wonderful service, expensive parking ($40, but it's Chicago), speedy in and out. Very European in sensibility and amenities, but with air conditioning! 
",real,0,sofitel,human_real,,train
"I just left the Conrad Chicago and have nothing but good things to say. We used Hilton points to stay there but paid $35/night to upgrade to a junior suite. We were in room 1519. I would reccomend people ask for an odd numbered room so that they will have a view looking north on Michigan Ave. Our room was very modern with 2 large HD/flat panel tv and Bose 3 speaker sound system. 4 big windows that actually open. The bed lineds were very nice, the towels were OK. The room was clean and the bath room had a seperate shower and tub. Marble everywhere. Robes, slippers, etc. The work out room was good with different machines and some free weights. There are clean towels in the workout room too. We never ate in the hotel so I can't comment on the food or the prices. There is a Starbucks across the street (Michigan) and an Espresso bar attached to the Nordstrom that is on the ground floor of the hotel. It was very nice to have the little mall right under the hotel. The location of the hotel could not be better. We were walking distance to everything. Every kind of shopping or dinning experience you could possibly want was within 2 miles. Over all the hotel had a boutique feel to it even though it is part of the hilton chain. 
",real,0,conrad,human_real,,train
