text,Binary_label,label,hotel,origin,source_dataset,cell_id_variation,split
"If location is the only thing that matters, stay at the Talbott. However, my wife and I have travelled extensively throughout North America and Europe, and I have never, in my entire life, seen such an inept housekeeping staff. They are unprofessional, noisy, incompetent and better suited for a one star hotel. They were yelling in the halls, slamming doors, and taking far too long to clean each room. They come to your room several times to check the fridge where they sell bottles of water for $3. The hotel was being renovated when we were staying there so we also had to endure the construction work - no discount was offered even after we complained several times. The front desk staff was very polite, but who cares?They're supposed to be nice. I spent a lot of money to stay here and did not feel that I received a fair deal. The room was sub-par for the price, even for an inner city hotel. Stay somewhere else and have a better vacation.
",real,0,talbott,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"Stayed for a week last month. Can't beat the location - close to the Magnificent Mile, Attractions, Tours, Great Restaurants & Night Life. Have spent a lot of nights in other Homewood suites hotels and other suite hotels. Thought the room was ok, not great. Overpriced in my opinion. Found staff to be uninterested and not very helpful. Had to wait in the lobby on the 6th floor for room to be ready and the front desk staff could care less. Watched during the week as other guests were made to wait as well. Breakfast was the same stuff day after day. As the week went on, they actually started to run out of the more popular food items and these were not replenished (weekly delivery I guess). Also, the room was was so busy that the staff made people wait for a table and treated you as you were waiting for a 5 star restaurant. Travel for work (sales) and frequently stay in hotels. Travel with family every year and also stay in hotels. This is roughing it for me...not a camper. Would come to Chicago again, but would not stay here. There are too many other options worth investigating.
",real,0,homewood,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"Hyatt looked polished online, but our room smelled stale, the AC rattled all night, and the front desk never followed up after we reported it. Not worth the rate.",fake,1,hyatt,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_negative_unstructured_few_shot,train
"My stay at the Conrad was disappointing, especially given the price and reputation. The room looked attractive at first, but the carpet had visible stains and there was dust along the desk and behind the nightstand. The bathroom was spacious, though the grout around the shower needed attention, and the water pressure kept changing. Staff at check-in were polite but distracted, and it took several calls to get extra towels delivered. Noise was another issue: I could clearly hear doors slamming and conversations in the hallway late into the night, while traffic began rumbling outside before sunrise. I mentioned these problems at checkout, but the response felt rehearsed rather than genuinely concerned. The location may be convenient, but the lack of basic upkeep and restful atmosphere made the stay feel overpriced.",fake,1,conrad,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_negative_structured_few_shot,train
"I love the Ambassador East, true, she's a little old but she's a classic treasure. The service is wonderful, from the minute you arrive you are greeted warmly and with a nice welcome! I felt the service was good, room was clean and quiet and that all the staff was very accomodating. The biggest gem is the Pump Room bar and restaurant. The best drinks, amazing food, exciting photographs and fun music on the weekends. This is set in the most fabulous location; historical neightborhood, close to walk the lakefront, well known hometown bars, excellent restaurants Chicago has to offer and most of all shopping. There was a nice street market going on over the summer-fall weekends, giving this area a real interesting flavor of Chicago. I can see it needs some updating but I was totally happy and content with my stay. I travel a great deal in my work and have seen all kinds of hotels. I will stay here again in the future. 
",real,0,ambassador,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"I wanted to like the James because the location is convenient and the lobby looks polished, but the stay felt overpriced from the start. Check-in took nearly twenty minutes even though there was only one person ahead of me, and no one acknowledged the delay. My room had scuffed furniture, a stained chair, and a shower door that wouldn't close properly, so water pooled across the bathroom floor. The air conditioning clicked loudly all night and the room never really cooled down. I mentioned these issues at the desk the next morning and was told someone would look into it, but nothing changed before checkout. For the rate they charge, I expected better maintenance and more attentive service.",fake,1,james,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_negative_unstructured_few_shot,train
"My friend and I stayed for just one night, and loved the hotel. It had an awesome water feature in the hotel, and great large bar. Like all Hyatts it had a very comfortable bed, lot's of pillows, and large bathroom. 
",real,0,hyatt,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"Generally speaking, nothing bad about that place if there would not be the cleaning issue. We checked the closed with the mini bar (picture uploaded), so much dust, nobody cleaned here for at least 3 years. We called in housekeeping, giving them the opportunity to check and do something about it. Still the same situation when returning to the room 4 hrs. later. Next day moved to a renovated room, much better but not 5 star clean at all. In addition, there was never a time when there was no waiting line at the reception, no wonder when just 1/3 of the counters is actually open. Please do something about these issues its ruining everything!
",real,0,sheraton,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
Great location near Grand Central and the staff couldn't have been friendlier. Room was spacious with a comfy bed and kitchenette--perfect for my week-long stay. Would definitely return.,fake,1,affinia,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,short_positive_unstructured_zero_shot,train
"The Knickerbocker's tired, dated decor made the price hard to justify, though you can't beat the Mag Mile proximity. My room had dusty corners and a stained carpet, and the cold, rubbery breakfast was a forgettable afterthought.",fake,1,knickerbocker,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_structured_few_shot,train
"At Affinia, our room was spotless and quiet, with a pleasant city view. Wi-Fi stayed reliable for work, and the comfortable bed gave us an excellent night's sleep.",fake,1,affinia,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_positive_structured_few_shot,train
"The Conrad felt overpriced for the experience: the room was clean but oddly worn, breakfast was bland and chaotic, and the cramped bathroom had weak water pressure.",fake,1,conrad,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_negative_structured_few_shot,train
"I had a very comfortable stay at Swissotel and would happily return. The front desk team was friendly and efficient, especially when I needed directions and a late checkout; they handled both requests without making me feel like a bother. My room was quiet, bright, and large enough to work in comfortably, with a particularly good bed after long days exploring the city. The bathroom was spotless and practical, with strong water pressure, plenty of towels, and a spacious walk-in shower, although the fixtures looked slightly dated. I stayed for three nights, which felt far too short because I never had time to enjoy the fitness facilities or relax properly in the lounge. Rates were not cheap, but the location, service, and overall comfort made the price feel justified.",fake,1,swissotel,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_positive_structured_few_shot,train
"I was really looking forward to our weekend at the Talbott, but the experience left me flat. The front desk staff seemed almost annoyed by our presence, barely looking up from their screens during check-in. The decor is stuck in the early 90s, with tired floral patterns and worn carpet in the hallways that smells faintly of dust. Our room faced the back alley, so the 'city view' was really just a brick wall and a dumpster. The bed was saggy, and the constant humming from the HVAC unit made it impossible to fall asleep until late. I woke up more tired than when I arrived. For this price, I genuinely expect better service and a decent night's rest. I would not return, which is a shame because the location is convenient.",fake,1,talbott,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_structured_few_shot,train
"I had a very comfortable two-night stay at the Sheraton while visiting for a conference. The lobby was busy, but check-in moved quickly and the front desk agent was friendly and clear about the hotel facilities. My room was clean, quiet, and larger than expected, with a comfortable bed, plenty of outlets, and a desk that made catching up on email easy. I especially appreciated the strong water pressure and the surprisingly good coffee in the room. The fitness center was well maintained, and the restaurant downstairs was convenient for breakfast when I didn't feel like going out. The location also made it simple to get around, with restaurants and public transportation nearby. Nothing felt overly formal, but everything worked well. I'd gladly stay here again.",fake,1,sheraton,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_positive_unstructured_few_shot,train
"My wife and I frequently stay downtown for a night in the city. We have been to many hotels in the downtown Chicago area. My opinion of the Swissotel - spend your money elsewhere and get a much better experience. The Swissotel has a very 'cold' atmosphere and its very difficult to feel comfortable. The room was average at best however the cost per night was far from average. The view from our room faced a construction site which is a soon to be trump building that will block the lake view from the hotel. Other hotels are also a couple blocks closer to the action and again for the cost we would expect more. Our room and the lobby areas had a strange smell and someone was actually vacuuming the hallway floors at 8:00a which woke us up. We called the front desk to complain and were extremely shocked to be treated rudely by the person at the desk. We also had a couple of friends come downtown and they were waiting in the lobby when they were approached by a gentleman asking if they were guests of the hotel. They said no but that they were waiting on us and he actually asked them what our names were and then they looked it up to verify that we were on the guest register. He didnt even apologize to them for the inconvenience and imbarrassment. Overall it was just an unpleasant experience because we were expecting top notch treatment. Spend your money for a nicer hotel just off the lake or off Michigan avenue for real top notch service. Anyone giving this hotel a top review obviously hasnt had the opportunity to stay at a nicer hotel in the area.
",real,0,swissotel,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"Honestly expected much more from a Sofitel. Check-in took forever because the front desk seemed staffed by one overwhelmed employee, and when I finally got to my room the air conditioning barely worked. I called down twice about it and someone said maintenance would come up, but nobody ever showed. The room itself felt tired -- scuffed furniture, a carpet with visible stains near the window, and the 'luxury' bedding was just average at best. Housekeeping skipped our room one day entirely and we had to request towels ourselves. Breakfast was the final letdown: cold eggs, slow service, and an absurd price for what it was. Location is decent, I'll grant that, and the doorman was genuinely kind. But for these rates? Applies nowhere near the standard. Won't be returning.",fake,1,sofitel,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_unstructured_few_shot,train
"Fantastic stay at the Hard Rock! The breakfast spread was fresh and generous, staff went out of their way to be helpful, and our room had a gorgeous city view. Honestly felt like great value for the price.",fake,1,hardrock,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,short_positive_structured_zero_shot,train
"The Omni doesn't just put you in the middle of downtown--it puts you in a genuinely comfortable bubble above the chaos. My corner room had a ridiculous view of the lake, and the bed was so good I actually skipped an early meeting just to stay horizontal. The staff never made me feel like a number; the front desk guy remembered my coffee order by day two. I used the pool when it was quiet, and the towels were huge and warm, not those thin afterthoughts you usually get. Breakfast was pricey, but the omelet station was worth the splurge. Only gripe: the hallway ice machine was on the fritz one night. All in all, I left feeling rested, not frazzled--which is exactly what I want from a business trip. I'd gladly book it again.",fake,1,omni,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_unstructured_few_shot,train
"We'd been looking forward to staying at the Hard Rock for months, and honestly it fell flat in almost every way. Our room overlooked the loading dock, so instead of any kind of skyline we got dumpsters and delivery trucks rumbling in before dawn each morning. The bathroom was worse: tiny, with a shower that alternated between scalding and freezing, hair in the drain, and water pooling around the toilet because the seal was broken. Sleep was impossible anyway thanks to the thumping bass from the bar drifting up until 2 a.m. Then until nearly 1. The staff, save for one kind housekeeper, seemed genuinely annoyed by requests -- the front desk guy shrugged when I complained about the noise and offered nothing. For what they charge per night, this place is a rip-off. We won't be back.",fake,1,hardrock,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_structured_few_shot,train
"We booked the Omni for a three-night anniversary getaway, and I'm honestly baffled by the hype. The room we were given - a 'deluxe king' - smelled musty, and the air conditioning unit clanked all night like a trapped bird. We asked for a quiet floor, but we were right above the loading dock, so deliveries started at 6 AM sharp. The bathroom had a cracked tile and the shower pressure was laughable, barely a drizzle. The so-called 'gourmet' breakfast buffet was a sad spread of stale croissants and powdered eggs. I will say the front desk staff were polite, but they couldn't do much about the situation. For the price - nearly $400 a night - this was a massive letdown. We've stayed at far better mid-range chains for a third of the cost. Won't be back.",fake,1,omni,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_unstructured_zero_shot,train
"The view from my 14th-floor room was the only thing that didn't disappoint--a hazy slice of the skyline that felt wasted on a window I barely had time to enjoy. My three-night business stay stretched into an eternity of restless evenings, the bed too firm and the hallway noise relentless until past midnight. I would have traded half that time for functioning internet; the complimentary Wi-Fi dropped every twenty minutes, forcing me to re-login repeatedly while trying to join a video call. The staff, though polite at check-in, vanished when I asked for a late checkout--and the front desk agent who finally appeared seemed annoyed, barely glancing up from her screen. The hallways smelled faintly of stale coffee, and the air conditioning rattled like a loose shutter. For the price, I expected far more than a good view and a lukewarm hello.",fake,1,hilton,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_structured_few_shot,train
"Hotel Amalfi looked tired, the room smelled damp, and the air conditioner rattled all night. Staff were polite but couldn't resolve the noise, making the stay frustrating for the price.",fake,1,amalfi,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_negative_unstructured_few_shot,train
"Expected more from the Knickerbocker. Tiny room, noisy AC, and the front desk staff acted like we were an inconvenience. For $700 a night, honestly disappointing. Won't be back.",fake,1,knickerbocker,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,short_negative_unstructured_zero_shot,train
"My two-night stay at Hotel Amalfi felt far too short; the quiet room delivered a great night's sleep, and the balcony view was lovely. Excellent value for the price, and I'd happily return.",fake,1,amalfi,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_positive_structured_few_shot,train
"I expected more from a Hyatt, especially for what we paid over a busy weekend. The lobby looked polished, but everything after check-in felt oddly neglected. Our room had a faint damp smell, the carpet near the window was stained, and the thermostat barely changed the temperature. We called twice about the air conditioning and eventually someone came up, but only suggested opening the window. Breakfast was crowded, with empty trays sitting out for too long and tables not being cleared. Staff members were polite when you could find one, though the front desk line moved painfully slowly each morning. The location was convenient, but that was really the main positive. Nothing was disastrous, just a string of small disappointments that made the stay feel overpriced and not very restful.",fake,1,hyatt,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_negative_unstructured_few_shot,train
"I expected more from a property with the Conrad name, honestly. Our room looked fine at first glance, but a closer look told another story: crumbs behind the nightstand, stained upholstery on the chair, and something dry and sticky on the bathroom floor that never quite went away even after we asked housekeeping to redo it. The bathroom itself felt dated for this price bracket, with a shower that fluctuated wildly between lukewarm and scalding. We also underestimated how thin the walls were; every night we heard neighbors' TVs, hallway conversations, and the muffled bass from the bar downstairs until well past midnight. The staff weren't rude exactly, just indifferent. Nobody followed up on anything, requests took hours, and the concierge seemed annoyed to be asked basic questions. For nearly $400 a night, I can't recommend this place. won't return.",fake,1,conrad,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_structured_few_shot,train
"I stayed at the Swissotel for a quick weekend break and was sorry to leave so soon. From the moment I arrived, the front desk team were warm, efficient, and genuinely helpful with restaurant suggestions and directions. My room was quiet despite the central location, with a comfortable bed and a great view over the city. The bathroom was particularly impressive: bright, spotless, and well laid out, with a roomy shower, good water pressure, and enough counter space for two people's toiletries. Breakfast was fresh and varied, and the staff kept everything running smoothly without hovering. It is not the cheapest option in the area, but the service, comfort, and location made it feel well worth the price.",fake,1,swissotel,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_structured_few_shot,train
"Hotel Amalfi was convenient for walking to the river, Michigan Avenue, and several restaurants, but that was about the only real advantage. Our room faced an alley and neighboring office windows, so the 'city view' amounted to brick walls, air-conditioning units, and early-morning delivery noise. The lobby tries for boutique charm, yet the dark carpets, worn furniture, and heavy drapes made the decor feel dated rather than stylish. At check-in, the front desk barely acknowledged us and seemed annoyed when we asked about parking. We also had to request fresh towels twice before they appeared. The room itself was cramped and showed plenty of scuffs and tired fixtures. For the price, I expected warmer service and a better-maintained hotel.",fake,1,amalfi,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_negative_structured_few_shot,train
"We booked the Allegro based on photos that must have been taken a decade ago. The hallway smelled like a mix of old cigarettes and bleach, and our 'city view' was a brick wall and a flickering neon sign from the laundry across the street. The bed was lumpy, and the pillows were like concrete blocks. After a long day, we just wanted to rest, but the thin walls meant we heard every flush, every TV, and a couple arguing next door until 2 AM.

The breakfast was the final straw. Cold scrambled eggs, watery juice, and a coffee machine that was out of order. The only friendly staff member was the bellman; everyone else acted like we were an inconvenience. For the price, I expect basic comfort and a functioning room. This place missed the mark on everything. I genuinely can't recommend it unless you're desperate and out of other options. Save your money.",fake,1,allegro,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_unstructured_zero_shot,train
"The beds were comfortable, I'll give them that, but that's about the only positive thing I can say about my stay. Check-in took forever because there was only one person at the front desk, and she was juggling phone calls and a line of guests. The room itself had a faint, musty smell that no amount of air freshener could cover. Housekeeping never came by on the second day, and I had to ask for fresh towels at the desk, which felt like pulling teeth. The 'hot breakfast' was lukewarm at best, with scrambled eggs that looked like they'd been sitting out for hours. The hallway was noisy until past midnight, and the walls were so thin I could hear the TV in the next room. Honestly, for the price I paid, I expected so much more. I'm disappointed and probably won't be back.",fake,1,homewood,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_unstructured_zero_shot,train
"Our weekend at the Knickerbocker went by too quickly. Despite the central location, the room was remarkably quiet, Wi-Fi stayed reliable, and breakfast had fresh pastries, eggs, and good coffee.",fake,1,knickerbocker,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_positive_structured_few_shot,train
"We had high hopes for the Monaco based on the photos, but our stay was honestly a letdown. Breakfast was the biggest disappointment: the eggs were cold, the pastries tasted like they'd been sitting out since the previous evening, and they ran out of coffee twice while we waited. The staff seemed indifferent at best--we asked for extra towels at the front desk and got a shrug and a fifteen-minute wait with no apology. As for sleep, forget about it. Our room faced the street and the noise from traffic and late-night revelers went on until nearly 3 a.m., plus the walls are so thin we could hear our neighbor's TV. The bed was decent, but that hardly mattered when we were waking up every couple of hours. For this price, I expected far better.",fake,1,monaco,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_structured_zero_shot,train
"We booked the Palmer expecting a charming stay, but the reality was a letdown. Breakfast was a sad affair of lukewarm scrambled eggs and stale pastries, with coffee that tasted burnt. The location is undeniably central, which is its only saving grace, but you pay for it with constant street noise--trams clattering until midnight and deliveries starting before dawn. Our room's decor felt frozen in the early 90s, with worn floral drapes and a carpet that smelled faintly of dust. The bed was lumpy, and the bathroom had a persistent mildew smell. While the staff were polite, they couldn't fix the fundamental issues. For the price, I expected so much more. I won't be returning.",fake,1,palmer,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_structured_zero_shot,train
"I recently returned from a trip to Chicago with my husband and baby and another couple and their baby. While the room at the hotel was quite nice we had a very negative experience with the front desk staff including managers. When we arrived it took over an hour to check in. We had requested two rooms on the same floor, which the hotel staff had confirmed a number of times prior to our arrival. When we arrived they could not accommodate us and offered nothing to us to make up for it. Eventually after we persisted they gave us half off for our room for one of the three nights we were there. We also asked the concierge to make us a reservation for brunch at a restaurant that would accommodate 4 adults and two babies in strollers. When we got to the restaurant they had only a reservation for 4 adults and had to make special arrangements to fit the babies in. We also had asked the hotel to make us an appointment for a personal shopper at Bloomingdales in order for us to save time shopping. We filled out forms in advance to direct the shopper and when we arrived for our appointment Bloomingdales advised us that they had only received the applications moments before and had not pulled together our requests. After complaining again to the manager at the hotel of these disappointments she advised that she would send something up to our room to compensate. This 'something' never arrived. We will not be making a return visit to this hotel. While the housekeeping staff, location and room were quite nice the over all experience was very negative.
",real,0,james,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"My husband, teenage son and myself stayed at this hotel last August. We were transferred there by tour operator who had sent us to a terrible hotel on the other side of Chicago. When I complained I asked for us to be transferred to the Sheraton which they arranged for us. I have stayed at many hotels in my life and this has been the best. The room (although I know it was not the largest) was beautiful and very clean with every amenity you needed. It also had superb views of the river and the lake. The entrance hall to the Sheraton is so imressive as is the leisure centre. In fact all areas are fantastic. The best thing about the hotel though was the staff! From the bellboy, to the receptionists, the dining staff to the concierge - each one was courteous and so very helpful. One of the conciergies spent fifteen minutes on the phone trying to locate a specific pair of trainers for my son! Above and beyond the call I would say! I cannot reccomend this hotel highly enough. The breakfast buffet cost about 10 dollars each but you could eat as much as you like and take as long as you like which we did!! It lasted us all day. If you have the choice of where to stay I think you will enjoy the Sheraton! We did!! 
",real,0,sheraton,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"My wife and I just spent the Labor Day weekend in the city, choosing the Hard Rock Hotel as our pad. We've stayed at the HRH in Orlando twice and are blown away by the ambience there. It's not that way here. These may be all ticky tacky things, but they added up to us. First of all, the room. We upgraded our reservation thru the HRH website for a room with 'an Incredible view'. Well, our 9th floor view was of nothing more than the venting on top of the building next to us. That was all we could see. So there was no view. The room was muggy. We had the air turned down all the way and it never got below 74. We woke up sweaty both days. When we opened the window to get a breeze, the noise from the rooftop next to us was overbearing. The room was small and dark, but it didn't bother us that much. The bed may have been the mosr comfortable bed I ever slept in. And we even joked about stealing the pillows! We had the same issue with the honor bar as a previous poster, but they removed the charges no prob. Throughout the entire hotel, I counted a total of 3 pieces of music memorabilia. I thought it was a pretty cheesy attempt to renovate an old hotel, throw a Styx guitar on the wall, and slap a HRH emblem on the outside. The hotel itself was very clean and did not look like a renovation. The location is good, right on the south end of the mag mile, but there are 10-15 better hotels in a better location to shopping, quality eats, and Navy Pier. If you have a car, parking will cost you $38/day, which is prob normal for downtown. The hotel restaurant was a Chinese restaurant. The bar was small and trendy, and I guess the kicker to it all was that my wife tried to order a Pina Colada and they told us they didn't have a blender. WHAAT???? A HRH without a blender? Did they not know that Jimmy Buffet was in town???? Mind blowing! I would never, never, never go back here. Like I said, there are many better hotels in much better locations. I will stay at the HRH in Orlando or elsewhere again.
",real,0,hardrock,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"Sofitel looked elegant, but the room smelled damp, the air conditioning barely worked, and staff took ages to respond. For the price, it felt surprisingly neglected.",fake,1,sofitel,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_negative_unstructured_zero_shot,train
"The view from our room at Hotel Amalfi was the highlight--waking up to that coastline each morning felt surreal. Staff went out of their way to book us a last-minute boat tour, and the lemon grove breakfast was unforgettable. Wouldn't change a thing.",fake,1,amalfi,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_few_shot,train
"My stay at the Fairmont was a very pleasant surprise. The room was bright, comfortably sized, and thoughtfully laid out, with a genuinely comfortable bed and plenty of space for my luggage. I slept extremely well; the mattress was supportive, the curtains kept the morning light out, and the hallway stayed quiet throughout the night. I occasionally heard a faint rumble from the street, but it was never disruptive. WiFi connected quickly and remained reliable enough for video calls and streaming, which made working from the room easy. The staff were warm without being overbearing, and check-in was efficient. I only stayed two nights and left wishing I had booked a longer visit, especially since the hotel's location made exploring the area so convenient. I would happily return.",fake,1,fairmont,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_positive_structured_few_shot,train
"The reviews we read were a bit mixed, but I thought it was excellent. I've stayed in The Splendido, Villa D'Este and others and it doesn't compare, but nor should it. It doesn't claim to be in that space. I expected it to be a notch off the Four Seasons and so it proved. A only a small notch too!. Lovely clean and bright room. Superb views, very quiet, comfy bed etc. Excellent service all round and nice staff. For the money and quality it stacked up very well indeed. Couldn't really fault it any way given it was half the cost of the Four Seasons but pretty close in terms of overall experience. We will go there again when in Chicago. Great location too. 
",real,0,fairmont,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"Disappointing Hilton stay: the Wi-Fi kept dropping, staff were polite but unhelpful, and the dated decor made the expensive room feel far from worth the price.",fake,1,hilton,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_negative_structured_zero_shot,train
"The location is convenient, right off Michigan Avenue, but that's where the positives end for me. Check-in took way too long, and the front desk agent seemed annoyed when I asked about late checkout. The room itself felt tired and stuffy; the AC unit rattled all night, and the carpet had a musty smell that even the generic air freshener couldn't mask. I booked a king, but got a double with a view of a brick wall. Housekeeping skipped our room one day entirely, and when I called down, they said I hadn't put the door tag out--except they'd run out of tags at the front desk. The bar area was overpriced, and the bartender was more interested in chatting with a local than serving me. Honestly, for what this place charges, I expected so much more. I've had better stays at roadside motels. I won't be back.",fake,1,talbott,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_unstructured_few_shot,train
"Great stay at the Hard Rock -- big bathroom with an excellent shower, and breakfast had fresh options beyond the usual buffet fare. Location made getting around easy. Honestly, the weekend flew by and felt too short!",fake,1,hardrock,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,short_positive_structured_few_shot,train
"Hotel Palmer was a very pleasant surprise for a weekend stay. The lobby and rooms have a classic style, but it felt thoughtfully maintained rather than dated; the warm lighting, clean upholstery, and small local artwork gave it some character. Everyone we encountered, from the front desk to the breakfast attendant, was genuinely friendly and quick to help with directions and a late checkout request. Breakfast was simple but fresh, with good coffee, eggs, pastries, fruit, and enough seating even during the busy morning period. Our room faced the courtyard, so it was impressively quiet at night, with only occasional hallway noise in the morning. The bed was comfortable, the bathroom spotless, and the overall atmosphere relaxed. I would happily stay here again.",fake,1,palmer,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_structured_few_shot,train
"Hotel Amalfi was a pleasant surprise and made our weekend in the city feel easy from the moment we arrived. The staff were warm and efficient, and our room was spotless, with crisp linens, a clean bathroom, and no signs of wear that bothered us. We faced the street but were impressed by how quiet it was at night; we barely heard traffic and slept very well. The Wi-Fi worked reliably for both checking emails and streaming a movie, which was useful after a long day out. Breakfast was simple but fresh, with good coffee, pastries, fruit, and enough savory options to start the day. The location was especially convenient for walking to restaurants and attractions. I would happily stay here again.",fake,1,amalfi,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_structured_few_shot,train
"I expected more from a Hyatt at this price point. The lobby looked polished, but the room felt dated and was not as clean as it should have been: there was dust on the desk, a stain on the chair, and hair in the bathroom. Breakfast was disappointing too, with lukewarm eggs, limited fruit, and coffee that tasted burnt; items were not replenished promptly. The Wi‐Fi barely worked in my room and repeatedly dropped during video calls, which was especially frustrating on a business trip. Staff were polite when I mentioned it, but no real solution was offered. Overall, the stay did not feel worth the rate, and I would choose another hotel next time.",fake,1,hyatt,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_negative_structured_zero_shot,train
"Booked the Talbott for a three-night business trip based on its prime Mag Mile address, but left seriously underwhelmed. Yes, you can walk to the Apple store and the river in minutes, and the lobby has a certain faded grandeur. That's where the charm ends. My 'king' room was cramped, with a window facing a brick wall, and the bathroom felt like an afterthought--a cracked tile, a showerhead that dribbled sideways, and towels thin as tissue. Sleep was abysmal: the AC rattled all night, and I could hear every door slam and hallway conversation until 2 AM. For the $340 a night they charged, I expected far more. The staff were polite but the whole experience felt like a calculated squeeze for tourists, not a genuine luxury stay. I'd pick a chain next time--at least they'd be honest about what they are. Disappointing value.",fake,1,talbott,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_structured_zero_shot,train
"For the price, Conrad was a letdown: our room overlooked a noisy service area, the AC rattled all night, and requests for extra towels took nearly an hour.",fake,1,conrad,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_negative_unstructured_few_shot,train
"The Hotel Allegro was a pleasant surprise--quirky yet elegant, with a lively lobby and genuinely comfortable beds. Staff went out of their way to make theater recommendations, and the location made everything walkable. I'd happily book here again for a fun city escape.",fake,1,allegro,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_few_shot,train
"Loved the Conrad's prime spot near the river--walkable to everything. Rooms felt fresh and modern, wifi was fast and reliable, and for the quality, the price felt fair. Would return.",fake,1,conrad,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,short_positive_structured_few_shot,train
"We had high hopes for Hotel Amalfi given the price, but honestly it felt overpriced for what you get. The room was technically clean, the sheets looked fresh and the bathroom had no grime, but there was a persistent musty smell near the window that no amount of airing out seemed to fix. Noise was the real dealbreaker for us: the walls are paper thin, and we heard every conversation in the hallway plus what I swear was a vacuum at six each morning. The decor also feels stuck decades ago, with worn carpet, dated furniture, and lighting from another era. For what they charge per night, I expected something far more polished and restful. Staff were polite enough, but I probably wouldn't return or recommend it to friends.",fake,1,amalfi,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_structured_zero_shot,train
